creator_id,followers,following,engagement_rate,total_posts,account_age_days,tier,categories,platforms,languages,total_campaigns,successful_campaigns,success_rate,overall_rating,total_earnings,is_verified,bio,audience_age_18_24,audience_age_25_34,audience_age_35_44,audience_female_pct,audience_male_pct
8980,68517,7014,0.0126,417,1618,mid,"[""Fashion""]","[""Instagram""]","[""English""]",50,33,0.672,3.37,184130.17,False,Passionate about Fashion. Mid influencer.,0.3,0.35,0.2,70.3,29.7
8981,7570,1177,0.0668,384,367,nano,"[""Fitness""]","[""YouTube""]","[""Portuguese""]",1,0,0.863,3.9,0.0,False,Passionate about Fitness. Nano influencer.,0.3,0.35,0.2,66.1,33.9
8982,11183,18874,0.0527,227,912,micro,"[""Finance"", ""Entertainment""]","[""Instagram""]","[""Arabic""]",9,6,0.749,3.72,6453.79,False,Passionate about Finance & Entertainment. Micro influencer.,0.261,0.348,0.261,47.3,52.7
8983,4449,4072,0.0861,350,265,nano,"[""Fitness"", ""Finance"", ""Pets""]","[""Instagram"", ""Twitter""]","[""Spanish""]",2,1,0.559,3.07,202.93,False,Passionate about Fitness & Finance. Nano influencer.,0.261,0.348,0.261,60.2,39.8
8984,9477,17267,0.0083,333,1224,nano,"[""Photography"", ""Sports""]","[""Facebook""]","[""Hindi"", ""Spanish""]",7,3,0.44,2.39,1036.06,False,Passionate about Photography & Sports. Nano influencer.,0.3,0.35,0.2,45.9,54.1
8985,46813,15258,0.0345,768,1172,micro,"[""Travel""]","[""Twitter"", ""TikTok""]","[""English""]",16,12,0.784,4.21,22834.56,False,Passionate about Travel. Micro influencer.,0.3,0.35,0.2,47.6,52.4
8986,12996,23616,0.0071,411,226,micro,"[""Finance"", ""Education""]","[""Instagram"", ""Facebook""]","[""Spanish""]",4,2,0.51,2.54,2076.05,False,Passionate about Finance & Education. Micro influencer.,0.261,0.348,0.261,50.7,49.3
8987,1032,187,0.0485,223,514,nano,"[""DIY"", ""Lifestyle""]","[""Facebook""]","[""Japanese""]",1,0,0.66,3.29,0.0,False,Passionate about DIY & Lifestyle. Nano influencer.,0.3,0.35,0.2,48.6,51.4
8988,2048,2155,0.0784,215,408,nano,"[""Pets"", ""Entertainment""]","[""Instagram"", ""Facebook""]","[""Japanese""]",0,0,0.774,3.72,0.0,False,Passionate about Pets & Entertainment. Nano influencer.,0.3,0.35,0.2,48.6,51.4
8989,4810,818,0.0441,71,2795,nano,"[""Business"", ""Fitness""]","[""Twitter""]","[""English""]",15,9,0.644,3.05,3527.73,False,Passionate about Business & Fitness. Nano influencer.,0.261,0.348,0.261,59.5,40.5
8990,73039,5822,0.005,200,620,mid,"[""Pets"", ""Fashion""]","[""LinkedIn""]","[""Portuguese""]",26,18,0.727,3.87,138124.57,False,Passionate about Pets & Fashion. Mid influencer.,0.3,0.35,0.2,65.5,34.5
8991,80353,29402,0.005,138,1246,mid,"[""Photography""]","[""YouTube"", ""Facebook""]","[""German""]",37,20,0.556,2.9,84859.79,False,Passionate about Photography. Mid influencer.,0.3,0.35,0.2,45.9,54.1
8992,4533,3569,0.0358,51,513,nano,"[""Food""]","[""Facebook""]","[""Italian""]",4,2,0.5,2.48,847.62,False,Passionate about Food. Nano influencer.,0.3,0.35,0.2,63.7,36.3
8993,63496,19145,0.0253,174,211,mid,"[""Fashion"", ""Business""]","[""LinkedIn""]","[""Spanish"", ""Japanese""]",8,3,0.381,1.98,34775.91,True,Passionate about Fashion & Business. Mid influencer.,0.261,0.348,0.261,78.7,21.3
8994,14345,3609,0.0292,788,1015,micro,"[""Fitness"", ""Technology""]","[""Facebook""]","[""German""]",11,7,0.665,3.46,8773.15,False,Passionate about Fitness & Technology. Micro influencer.,0.3,0.35,0.2,31.6,68.4
8995,26250,48650,0.0397,427,381,micro,"[""Travel""]","[""YouTube""]","[""Spanish""]",3,1,0.442,2.13,1900.12,False,Passionate about Travel. Micro influencer.,0.3,0.35,0.2,54.8,45.2
8996,96015,11646,0.0087,160,898,mid,"[""Travel"", ""Music""]","[""Facebook"", ""TikTok""]","[""French""]",20,16,0.831,3.98,79191.22,False,Passionate about Travel & Music. Mid influencer.,0.435,0.261,0.174,45.5,54.5
8997,2988,850,0.0427,179,68,nano,"[""Technology""]","[""Instagram""]","[""Hindi""]",0,0,0.662,3.58,0.0,False,Passionate about Technology. Nano influencer.,0.3,0.35,0.2,39.0,61.0
8998,368542,67727,0.0233,247,920,mid,"[""Music""]","[""Instagram"", ""LinkedIn""]","[""German""]",33,28,0.868,4.32,247369.92,True,Passionate about Music. Mid influencer.,0.435,0.261,0.174,54.1,45.9
8999,37383,38412,0.0552,356,1165,micro,"[""Business"", ""Fitness""]","[""Twitter""]","[""Korean""]",16,7,0.472,2.52,8738.26,True,Passionate about Business & Fitness. Micro influencer.,0.261,0.348,0.261,67.6,32.4
9000,49588,44237,0.0097,430,153,micro,"[""Finance"", ""Parenting""]","[""Facebook"", ""TikTok""]","[""Japanese""]",2,1,0.522,2.44,1546.66,False,Passionate about Finance & Parenting. Micro influencer.,0.261,0.348,0.261,50.6,49.4
9001,37183,38980,0.0244,746,734,micro,"[""Technology""]","[""LinkedIn"", ""Twitter""]","[""Portuguese""]",15,12,0.85,4.62,18187.38,False,Passionate about Technology. Micro influencer.,0.3,0.35,0.2,41.8,58.2
9002,39274,65419,0.0213,324,210,micro,"[""Pets"", ""Fashion""]","[""Twitter""]","[""Japanese""]",5,3,0.698,3.45,5142.6,False,Passionate about Pets & Fashion. Micro influencer.,0.3,0.35,0.2,81.6,18.4
9003,9364,17479,0.0319,203,35,nano,"[""Gaming"", ""Fitness"", ""Food""]","[""Twitter"", ""YouTube""]","[""English""]",0,0,0.866,4.44,0.0,False,Passionate about Gaming & Fitness. Nano influencer.,0.435,0.261,0.174,28.6,71.4
9004,42845,26182,0.0413,491,1561,micro,"[""Lifestyle""]","[""Instagram"", ""Twitter""]","[""Hindi""]",19,15,0.793,3.88,14995.47,False,Passionate about Lifestyle. Micro influencer.,0.3,0.35,0.2,46.7,53.3
9005,95561,8228,0.0178,184,1126,mid,"[""Finance""]","[""Instagram"", ""Twitter""]","[""Italian""]",20,15,0.782,3.68,70848.78,False,Passionate about Finance. Mid influencer.,0.261,0.348,0.261,47.5,52.5
9006,26210,45165,0.0236,388,309,micro,"[""Business"", ""Fitness""]","[""YouTube""]","[""Spanish""]",1,0,0.651,2.97,0.0,False,Passionate about Business & Fitness. Micro influencer.,0.261,0.348,0.261,68.8,31.2
9007,16581,28675,0.0058,266,585,micro,"[""Gaming""]","[""Facebook"", ""Twitter""]","[""English""]",8,5,0.707,3.34,5061.34,False,Passionate about Gaming. Micro influencer.,0.435,0.261,0.174,40.5,59.5
9008,30690,23108,0.0143,514,930,micro,"[""Fitness""]","[""Facebook"", ""Instagram""]","[""Spanish""]",11,7,0.656,3.36,13828.72,False,Passionate about Fitness. Micro influencer.,0.3,0.35,0.2,69.8,30.2
9009,20638,35990,0.0585,257,632,micro,"[""Technology""]","[""LinkedIn"", ""YouTube""]","[""Hindi""]",9,6,0.717,3.81,5571.08,False,Passionate about Technology. Micro influencer.,0.3,0.35,0.2,43.5,56.5
9010,9674,13013,0.0588,678,124,nano,"[""Photography""]","[""YouTube""]","[""German""]",0,0,0.52,2.65,0.0,False,Passionate about Photography. Nano influencer.,0.3,0.35,0.2,50.8,49.2
9011,96258,25545,0.0065,436,1177,mid,"[""Beauty""]","[""YouTube"", ""TikTok""]","[""Italian""]",33,17,0.543,2.51,136350.89,False,Passionate about Beauty. Mid influencer.,0.3,0.35,0.2,71.1,28.9
9012,68814,12492,0.0064,87,526,mid,"[""DIY"", ""Parenting""]","[""Twitter"", ""Facebook""]","[""French""]",11,4,0.434,2.25,39404.14,False,Passionate about DIY & Parenting. Mid influencer.,0.231,0.269,0.269,49.3,50.7
9013,9446,6514,0.0284,211,308,nano,"[""Beauty"", ""Art""]","[""YouTube""]","[""German""]",1,0,0.445,2.08,0.0,False,Passionate about Beauty & Art. Nano influencer.,0.3,0.35,0.2,68.6,31.4
9014,42110,11897,0.0406,217,1275,micro,"[""Gaming""]","[""TikTok""]","[""Italian""]",18,13,0.771,4.0,13170.48,False,Passionate about Gaming. Micro influencer.,0.435,0.261,0.174,43.0,57.0
9015,3004,4839,0.0638,394,513,nano,"[""Photography"", ""Art""]","[""Facebook"", ""LinkedIn""]","[""Hindi""]",2,1,0.694,3.7,471.88,False,Passionate about Photography & Art. Nano influencer.,0.3,0.35,0.2,47.0,53.0
9016,9382,3894,0.0573,183,1142,nano,"[""Gaming""]","[""Instagram"", ""Facebook""]","[""Japanese""]",3,1,0.652,3.27,221.17,False,Passionate about Gaming. Nano influencer.,0.435,0.261,0.174,44.3,55.7
9017,56070,22740,0.0111,483,2117,mid,"[""Gaming"", ""DIY"", ""Health""]","[""Facebook""]","[""English""]",57,24,0.426,2.15,68412.38,True,Passionate about Gaming & DIY. Mid influencer.,0.435,0.261,0.174,26.4,73.6
9018,9059,1074,0.0518,771,1407,nano,"[""Sports""]","[""TikTok"", ""Instagram""]","[""Italian""]",5,2,0.463,2.18,753.7,False,Passionate about Sports. Nano influencer.,0.3,0.35,0.2,52.1,47.9
9019,14875,8588,0.016,213,461,micro,"[""Food""]","[""Instagram"", ""LinkedIn""]","[""French"", ""English""]",4,2,0.515,2.61,2463.08,False,Passionate about Food. Micro influencer.,0.3,0.35,0.2,59.2,40.8
9020,30207,15531,0.0651,220,338,micro,"[""Travel"", ""Art""]","[""Instagram""]","[""Arabic""]",1,0,0.676,3.41,0.0,False,Passionate about Travel & Art. Micro influencer.,0.3,0.35,0.2,50.6,49.4
9021,6703,4974,0.0521,401,86,nano,"[""Gaming""]","[""Twitter"", ""TikTok""]","[""Spanish""]",0,0,0.613,3.06,0.0,False,Passionate about Gaming. Nano influencer.,0.435,0.261,0.174,37.6,62.4
9022,144828,56137,0.0239,159,734,mid,"[""Pets""]","[""Instagram""]","[""Portuguese""]",17,12,0.729,3.84,73466.0,False,Passionate about Pets. Mid influencer.,0.3,0.35,0.2,54.4,45.6
9023,73648,22038,0.0194,228,1304,mid,"[""Music""]","[""LinkedIn""]","[""Japanese""]",33,22,0.691,3.31,168845.68,False,Passionate about Music. Mid influencer.,0.435,0.261,0.174,54.0,46.0
9024,7655,10631,0.034,168,676,nano,"[""Beauty""]","[""Facebook""]","[""Spanish""]",0,0,0.548,2.62,0.0,False,Passionate about Beauty. Nano influencer.,0.3,0.35,0.2,76.5,23.5
9025,4944,1177,0.0483,104,902,nano,"[""Photography""]","[""Twitter""]","[""Spanish"", ""Portuguese""]",4,2,0.668,3.06,847.17,False,Passionate about Photography. Nano influencer.,0.3,0.35,0.2,48.6,51.4
9026,38450,58897,0.0843,400,309,micro,"[""Beauty""]","[""Facebook""]","[""German"", ""Portuguese""]",6,3,0.58,3.08,3054.54,False,Passionate about Beauty. Micro influencer.,0.3,0.35,0.2,66.3,33.7
9027,76526,34431,0.0302,249,240,mid,"[""Art""]","[""Facebook"", ""TikTok""]","[""Portuguese""]",4,3,0.828,3.99,8725.93,False,Passionate about Art. Mid influencer.,0.3,0.35,0.2,50.3,49.7
9028,50351,2754,0.0159,276,598,mid,"[""Music"", ""DIY""]","[""TikTok""]","[""English""]",24,20,0.868,4.74,181979.24,False,Passionate about Music & DIY. Mid influencer.,0.435,0.261,0.174,52.0,48.0
9029,34824,15934,0.031,542,619,micro,"[""Health"", ""Fashion"", ""Education""]","[""Facebook""]","[""English""]",6,3,0.615,3.09,4238.92,False,Passionate about Health & Fashion. Micro influencer.,0.231,0.269,0.269,67.7,32.3
9030,133603,62316,0.0486,190,212,mid,"[""Art""]","[""YouTube""]","[""Korean""]",8,5,0.662,3.29,34096.3,False,Passionate about Art. Mid influencer.,0.3,0.35,0.2,54.7,45.3
9031,2610,891,0.0229,483,695,nano,"[""Music"", ""Education""]","[""Twitter""]","[""Japanese""]",5,1,0.397,1.82,403.71,False,Passionate about Music & Education. Nano influencer.,0.435,0.261,0.174,49.0,51.0
9032,42592,66676,0.0587,182,742,micro,"[""Photography"", ""Pets"", ""Lifestyle""]","[""LinkedIn""]","[""Hindi""]",15,9,0.629,3.43,16816.18,False,Passionate about Photography & Pets. Micro influencer.,0.3,0.35,0.2,49.2,50.8
9033,108705,33239,0.0155,544,497,mid,"[""Pets"", ""Finance""]","[""Facebook"", ""Instagram""]","[""Korean"", ""Portuguese""]",7,4,0.6,2.83,9071.17,False,Passionate about Pets & Finance. Mid influencer.,0.261,0.348,0.261,52.3,47.7
9034,133614,20877,0.0535,132,358,mid,"[""Technology""]","[""Facebook""]","[""Portuguese""]",15,10,0.683,3.54,94778.68,False,Passionate about Technology. Mid influencer.,0.3,0.35,0.2,25.4,74.6
9035,28125,28234,0.0151,68,1640,micro,"[""Fitness""]","[""TikTok"", ""YouTube""]","[""Hindi""]",19,15,0.836,3.94,7907.53,False,Passionate about Fitness. Micro influencer.,0.3,0.35,0.2,61.2,38.8
9036,110574,14577,0.0183,224,1067,mid,"[""Fashion""]","[""TikTok"", ""Facebook""]","[""Italian""]",24,18,0.765,4.05,76592.28,True,Passionate about Fashion. Mid influencer.,0.3,0.35,0.2,69.2,30.8
9037,5959,6716,0.005,166,582,nano,"[""Entertainment""]","[""LinkedIn""]","[""Korean""]",2,0,0.487,2.24,0.0,False,Passionate about Entertainment. Nano influencer.,0.3,0.35,0.2,52.4,47.6
9038,175059,44951,0.005,233,649,mid,"[""Art"", ""Food""]","[""TikTok""]","[""German""]",12,8,0.699,3.29,77719.24,False,Passionate about Art & Food. Mid influencer.,0.3,0.35,0.2,56.1,43.9
9039,224924,22118,0.0188,217,644,mid,"[""Pets""]","[""TikTok""]","[""Korean"", ""Japanese""]",20,8,0.44,2.42,48606.06,False,Passionate about Pets. Mid influencer.,0.3,0.35,0.2,51.1,48.9
9040,1000,400,0.0364,828,765,nano,"[""Health"", ""Fitness""]","[""Facebook"", ""TikTok""]","[""German""]",2,0,0.412,2.21,0.0,False,Passionate about Health & Fitness. Nano influencer.,0.231,0.269,0.269,62.5,37.5
9041,140151,5778,0.0312,224,393,mid,"[""Beauty""]","[""Instagram"", ""Twitter""]","[""Portuguese""]",4,1,0.421,2.13,6616.5,False,Passionate about Beauty. Mid influencer.,0.3,0.35,0.2,65.6,34.4
9042,4083,2346,0.1044,96,777,nano,"[""Business""]","[""YouTube"", ""Facebook""]","[""Japanese""]",4,2,0.617,3.19,677.68,False,Passionate about Business. Nano influencer.,0.261,0.348,0.261,53.2,46.8
9043,50748,9965,0.0254,295,2588,mid,"[""Gaming"", ""Business"", ""Sports""]","[""LinkedIn""]","[""Japanese""]",84,61,0.729,3.38,366348.29,False,Passionate about Gaming & Business. Mid influencer.,0.435,0.261,0.174,41.9,58.1
9044,1688,2311,0.0558,146,243,nano,"[""Parenting"", ""Education""]","[""Facebook""]","[""English""]",1,0,0.355,1.81,0.0,False,Passionate about Parenting & Education. Nano influencer.,0.231,0.269,0.269,46.1,53.9
9045,69082,5295,0.0092,402,402,mid,"[""Technology""]","[""LinkedIn""]","[""Japanese""]",11,7,0.696,3.52,67615.33,False,Passionate about Technology. Mid influencer.,0.3,0.35,0.2,31.3,68.7
9046,353881,135224,0.03,300,321,mid,"[""Technology""]","[""Facebook""]","[""Korean"", ""Japanese""]",7,4,0.648,3.12,21225.4,True,Passionate about Technology. Mid influencer.,0.3,0.35,0.2,44.1,55.9
9047,1000,1118,0.0409,169,897,nano,"[""Fitness"", ""Gaming""]","[""Twitter"", ""LinkedIn""]","[""French""]",3,1,0.349,1.73,488.12,False,Passionate about Fitness & Gaming. Nano influencer.,0.435,0.261,0.174,36.9,63.1
9048,197590,35619,0.0142,86,379,mid,"[""Pets""]","[""Twitter""]","[""Japanese""]",5,3,0.796,3.98,17759.37,False,Passionate about Pets. Mid influencer.,0.3,0.35,0.2,47.7,52.3
9049,75760,6392,0.0373,318,843,mid,"[""Fashion"", ""Travel""]","[""TikTok""]","[""Hindi""]",24,16,0.705,3.71,88689.58,False,Passionate about Fashion & Travel. Mid influencer.,0.3,0.35,0.2,84.0,16.0
9050,101840,7597,0.0113,81,428,mid,"[""Parenting""]","[""YouTube""]","[""Portuguese""]",11,4,0.442,2.14,31982.35,False,Passionate about Parenting. Mid influencer.,0.231,0.269,0.269,50.6,49.4
9051,18103,22947,0.0529,85,197,micro,"[""Health"", ""Pets"", ""Art""]","[""Twitter"", ""Instagram""]","[""Spanish"", ""Japanese""]",0,0,0.736,3.97,0.0,False,Passionate about Health & Pets. Micro influencer.,0.231,0.269,0.269,47.0,53.0
9052,155398,42529,0.0277,103,542,mid,"[""Finance""]","[""Twitter""]","[""French"", ""Korean""]",14,8,0.638,3.17,46811.36,True,Passionate about Finance. Mid influencer.,0.261,0.348,0.261,50.0,50.0
9053,11201,6418,0.0558,538,162,micro,"[""Business""]","[""LinkedIn"", ""TikTok""]","[""English"", ""French""]",3,1,0.439,2.35,1718.45,False,Passionate about Business. Micro influencer.,0.261,0.348,0.261,45.8,54.2
9054,133441,12845,0.0177,135,193,mid,"[""Fitness"", ""Finance""]","[""Twitter"", ""YouTube""]","[""German""]",5,3,0.656,3.43,23091.22,False,Passionate about Fitness & Finance. Mid influencer.,0.261,0.348,0.261,68.9,31.1
9055,2091,3497,0.0442,70,1231,nano,"[""Fitness"", ""Technology""]","[""TikTok"", ""YouTube""]","[""Portuguese""]",8,4,0.509,2.59,694.33,False,Passionate about Fitness & Technology. Nano influencer.,0.3,0.35,0.2,42.5,57.5
9056,50031,12892,0.0385,266,272,mid,"[""Food"", ""Travel""]","[""TikTok""]","[""French""]",6,4,0.825,4.22,17160.26,False,Passionate about Food & Travel. Mid influencer.,0.3,0.35,0.2,62.8,37.2
9057,64318,25849,0.0062,248,723,mid,"[""Education""]","[""LinkedIn""]","[""Japanese""]",17,7,0.415,1.89,20484.14,False,Passionate about Education. Mid influencer.,0.3,0.35,0.2,50.7,49.3
9058,42711,29138,0.0478,66,728,micro,"[""Beauty""]","[""Instagram""]","[""Arabic""]",9,7,0.885,4.27,9894.2,True,Passionate about Beauty. Micro influencer.,0.3,0.35,0.2,71.5,28.5
9059,16522,5197,0.0448,543,560,micro,"[""Education""]","[""LinkedIn""]","[""Arabic""]",5,2,0.509,2.64,2286.91,False,Passionate about Education. Micro influencer.,0.3,0.35,0.2,48.8,51.2
9060,20307,23353,0.0238,366,162,micro,"[""Photography""]","[""TikTok""]","[""Hindi""]",1,0,0.662,3.46,0.0,False,Passionate about Photography. Micro influencer.,0.3,0.35,0.2,54.8,45.2
9061,43601,51719,0.0545,512,1491,micro,"[""Health"", ""Fitness""]","[""Twitter""]","[""French"", ""Spanish""]",23,12,0.553,2.51,10860.25,False,Passionate about Health & Fitness. Micro influencer.,0.231,0.269,0.269,55.3,44.7
9062,97096,11240,0.014,179,894,mid,"[""Finance""]","[""Instagram"", ""TikTok""]","[""French"", ""English""]",18,10,0.584,3.04,39896.45,False,Passionate about Finance. Mid influencer.,0.261,0.348,0.261,54.7,45.3
9063,21569,7559,0.0188,439,170,micro,"[""Finance"", ""Lifestyle""]","[""TikTok""]","[""German""]",2,1,0.534,2.54,1298.8,False,Passionate about Finance & Lifestyle. Micro influencer.,0.261,0.348,0.261,52.1,47.9
9064,250589,17816,0.0146,445,264,mid,"[""Fitness""]","[""YouTube""]","[""Spanish""]",3,1,0.65,3.2,6231.31,True,Passionate about Fitness. Mid influencer.,0.3,0.35,0.2,57.2,42.8
9065,19467,29035,0.059,362,302,micro,"[""Parenting""]","[""TikTok"", ""LinkedIn""]","[""Japanese""]",3,1,0.653,3.51,1310.72,False,Passionate about Parenting. Micro influencer.,0.231,0.269,0.269,48.8,51.2
9066,18028,7052,0.0206,124,209,micro,"[""Fashion""]","[""TikTok""]","[""Hindi""]",2,0,0.452,2.4,0.0,False,Passionate about Fashion. Micro influencer.,0.3,0.35,0.2,83.8,16.2
9067,25460,43320,0.0171,256,94,micro,"[""Photography"", ""Lifestyle""]","[""TikTok"", ""YouTube""]","[""German""]",2,1,0.783,3.79,1930.04,False,Passionate about Photography & Lifestyle. Micro influencer.,0.3,0.35,0.2,53.0,47.0
9068,46609,52535,0.041,202,1269,micro,"[""Technology"", ""Photography""]","[""LinkedIn"", ""Instagram""]","[""English""]",16,13,0.862,4.59,14121.58,False,Passionate about Technology & Photography. Micro influencer.,0.3,0.35,0.2,44.5,55.5
9069,652526,177422,0.022,129,621,macro,"[""Photography"", ""Fitness""]","[""YouTube""]","[""Hindi""]",33,19,0.583,2.7,514142.27,True,Passionate about Photography & Fitness. Macro influencer.,0.3,0.35,0.2,56.0,44.0
9070,72978,13153,0.0245,427,266,mid,"[""Music"", ""Photography""]","[""LinkedIn"", ""YouTube""]","[""Spanish"", ""Portuguese""]",11,4,0.451,2.42,39818.63,True,Passionate about Music & Photography. Mid influencer.,0.435,0.261,0.174,51.9,48.1
9071,31116,31292,0.025,132,1208,micro,"[""Fitness""]","[""TikTok""]","[""English""]",12,5,0.476,2.18,5734.69,False,Passionate about Fitness. Micro influencer.,0.3,0.35,0.2,55.3,44.7
9072,61457,13213,0.0207,198,874,mid,"[""Pets"", ""Business"", ""Parenting""]","[""YouTube""]","[""Portuguese""]",26,16,0.63,3.28,103829.38,False,Passionate about Pets & Business. Mid influencer.,0.261,0.348,0.261,53.0,47.0
9073,182735,70941,0.0229,470,344,mid,"[""Travel""]","[""LinkedIn"", ""Twitter""]","[""Korean""]",13,7,0.54,2.7,47938.81,False,Passionate about Travel. Mid influencer.,0.3,0.35,0.2,48.3,51.7
9074,28145,49143,0.0149,204,501,micro,"[""DIY"", ""Pets""]","[""YouTube""]","[""Portuguese""]",6,4,0.691,3.39,3135.75,False,Passionate about DIY & Pets. Micro influencer.,0.3,0.35,0.2,46.3,53.7
9075,49351,20972,0.0085,275,129,micro,"[""Beauty"", ""Technology"", ""Gaming""]","[""Instagram"", ""Twitter""]","[""Arabic""]",3,1,0.434,2.31,609.89,False,Passionate about Beauty & Technology. Micro influencer.,0.435,0.261,0.174,66.9,33.1
9076,14796,6936,0.0155,425,1336,micro,"[""Technology"", ""Lifestyle""]","[""Instagram""]","[""German""]",11,8,0.763,3.82,16630.07,False,Passionate about Technology & Lifestyle. Micro influencer.,0.3,0.35,0.2,27.7,72.3
9077,19805,3680,0.0259,189,561,micro,"[""Business""]","[""Facebook""]","[""Hindi""]",11,5,0.476,2.58,5290.5,False,Passionate about Business. Micro influencer.,0.261,0.348,0.261,48.3,51.7
9078,4375,7003,0.02,98,147,nano,"[""Parenting"", ""Fitness""]","[""Facebook""]","[""Spanish"", ""English""]",0,0,0.473,2.33,0.0,False,Passionate about Parenting & Fitness. Nano influencer.,0.231,0.269,0.269,60.6,39.4
9079,5511,6702,0.0233,406,792,nano,"[""Beauty"", ""DIY""]","[""Twitter""]","[""French""]",3,2,0.727,3.3,927.79,False,Passionate about Beauty & DIY. Nano influencer.,0.3,0.35,0.2,71.1,28.9
9080,3083,585,0.005,58,439,nano,"[""Sports"", ""Food"", ""Art""]","[""TikTok""]","[""Korean""]",5,3,0.795,4.26,1431.86,False,Passionate about Sports & Food. Nano influencer.,0.3,0.35,0.2,56.9,43.1
9081,113997,18277,0.0205,225,195,mid,"[""Parenting""]","[""Facebook"", ""Twitter""]","[""German"", ""Italian""]",4,2,0.654,3.19,8131.36,True,Passionate about Parenting. Mid influencer.,0.231,0.269,0.269,47.5,52.5
9082,59374,3452,0.0326,147,347,mid,"[""Finance"", ""Parenting""]","[""Twitter"", ""LinkedIn""]","[""Portuguese""]",14,8,0.624,3.3,19379.45,False,Passionate about Finance & Parenting. Mid influencer.,0.261,0.348,0.261,54.9,45.1
9083,15875,10408,0.0243,628,383,micro,"[""Finance""]","[""YouTube""]","[""Japanese""]",3,2,0.758,3.45,1714.03,False,Passionate about Finance. Micro influencer.,0.261,0.348,0.261,50.9,49.1
9084,7401,7470,0.028,215,318,nano,"[""Travel""]","[""LinkedIn"", ""TikTok""]","[""Arabic"", ""Hindi""]",0,0,0.638,3.47,0.0,False,Passionate about Travel. Nano influencer.,0.3,0.35,0.2,51.2,48.8
9085,104068,33641,0.0087,350,382,mid,"[""Pets""]","[""YouTube""]","[""German"", ""Korean""]",10,8,0.829,3.8,29923.43,False,Passionate about Pets. Mid influencer.,0.3,0.35,0.2,54.1,45.9
9086,6994,3043,0.0628,135,345,nano,"[""Technology"", ""Education""]","[""TikTok""]","[""Portuguese"", ""French""]",2,1,0.808,3.69,275.73,False,Passionate about Technology & Education. Nano influencer.,0.3,0.35,0.2,37.2,62.8
9087,3109,2881,0.1084,456,929,nano,"[""Technology"", ""Education""]","[""YouTube""]","[""Italian""]",7,2,0.393,1.98,214.28,False,Passionate about Technology & Education. Nano influencer.,0.3,0.35,0.2,35.2,64.8
9088,140231,4311,0.0279,388,239,mid,"[""Gaming""]","[""Instagram""]","[""Korean"", ""Arabic""]",3,1,0.37,1.76,8346.65,False,Passionate about Gaming. Mid influencer.,0.435,0.261,0.174,37.0,63.0
9089,33468,33818,0.025,271,308,micro,"[""Pets""]","[""YouTube""]","[""Arabic""]",9,5,0.628,3.31,5748.1,False,Passionate about Pets. Micro influencer.,0.3,0.35,0.2,48.6,51.4
9090,4054,7602,0.1069,272,30,nano,"[""Fashion""]","[""TikTok""]","[""English""]",0,0,0.693,3.65,0.0,False,Passionate about Fashion. Nano influencer.,0.3,0.35,0.2,65.3,34.7
9091,2117,2721,0.0713,466,410,nano,"[""Lifestyle"", ""Music""]","[""TikTok"", ""LinkedIn""]","[""German""]",0,0,0.657,3.43,0.0,False,Passionate about Lifestyle & Music. Nano influencer.,0.435,0.261,0.174,49.9,50.1
9092,12073,14189,0.0527,431,2125,micro,"[""Pets""]","[""LinkedIn""]","[""Arabic""]",23,15,0.684,3.21,22888.58,False,Passionate about Pets. Micro influencer.,0.3,0.35,0.2,45.5,54.5
9093,305975,136019,0.0222,518,1387,mid,"[""Food"", ""Parenting""]","[""Twitter"", ""YouTube""]","[""English"", ""Portuguese""]",45,34,0.757,3.88,188732.32,True,Passionate about Food & Parenting. Mid influencer.,0.231,0.269,0.269,66.0,34.0
9094,7281,1233,0.0407,314,2601,nano,"[""Entertainment""]","[""Twitter"", ""LinkedIn""]","[""Japanese""]",18,10,0.565,2.62,1282.78,False,Passionate about Entertainment. Nano influencer.,0.3,0.35,0.2,53.9,46.1
9095,71963,17459,0.0379,196,611,mid,"[""Health""]","[""Twitter"", ""Instagram""]","[""Arabic""]",20,14,0.707,3.21,94790.02,True,Passionate about Health. Mid influencer.,0.231,0.269,0.269,54.9,45.1
9096,21385,3981,0.0105,232,1003,micro,"[""Technology"", ""Pets""]","[""Facebook"", ""Twitter""]","[""Portuguese""]",16,13,0.862,4.48,25148.13,False,Passionate about Technology & Pets. Micro influencer.,0.3,0.35,0.2,39.8,60.2
9097,17162,13551,0.0365,638,1020,micro,"[""Education""]","[""LinkedIn"", ""Facebook""]","[""Korean""]",15,9,0.61,3.32,9243.89,False,Passionate about Education. Micro influencer.,0.3,0.35,0.2,52.3,47.7
9098,119903,46129,0.0232,287,1535,mid,"[""Fitness""]","[""LinkedIn""]","[""French""]",41,35,0.865,3.93,131065.29,False,Passionate about Fitness. Mid influencer.,0.3,0.35,0.2,66.6,33.4
9099,38743,33271,0.0693,174,805,micro,"[""Beauty"", ""Business""]","[""TikTok"", ""YouTube""]","[""Spanish""]",13,9,0.737,3.55,8339.44,False,Passionate about Beauty & Business. Micro influencer.,0.261,0.348,0.261,74.4,25.6
9100,56790,12420,0.0206,459,244,mid,"[""Travel"", ""Health""]","[""Facebook"", ""TikTok""]","[""Hindi""]",6,5,0.864,4.13,37035.91,False,Passionate about Travel & Health. Mid influencer.,0.231,0.269,0.269,54.3,45.7
