creator_id,name,follower_count,tier,engagement_rate,categories,platforms,primary_language,city,audience_age_18_24,audience_age_25_34,audience_age_35_44,audience_female_pct,audience_male_pct,total_campaigns,successful_campaigns,success_rate,overall_rating,is_verified,total_earnings,avg_response_time_hours,completion_rate,created_at
IN_CR_11482,Creator_11482,16605,micro,8.06,"Health & Fitness,Finance & Investment,Education & Skills","Twitter,Facebook",Hindi,Pune,65.9,51.1,0.0,63.6,36.4,12,10,83.3,3.4,False,330643.3032017121,12.111589726434154,84.7,2024-07-29T00:00:00
IN_CR_11483,Creator_11483,592,nano,16.47,"Entertainment & Comedy,Sports & Cricket","Josh,Instagram,Facebook",Marathi,Kochi,43.4,38.7,17.9,54.9,45.1,2,1,50.0,4.57,True,2932.040895351667,3.205824285563118,89.2,2024-08-05T00:00:00
IN_CR_11484,Creator_11484,858700,macro,1.69,"Food & Cooking,Beauty & Makeup,News & Current Affairs",Moj,Telugu,Delhi,61.8,19.7,18.5,69.9,30.1,4,3,75.0,4.1,True,6630.908695091795,10.849756133894115,94.3,2023-02-15T00:00:00
IN_CR_11485,Creator_11485,3079,nano,3.74,Finance & Investment,"YouTube,Chingari,Josh,LinkedIn",Hindi,Delhi,77.0,86.7,0.0,55.4,44.6,8,4,50.0,4.35,False,159275.8633319103,27.086923423864924,59.0,2024-09-16T00:00:00
IN_CR_11486,Creator_11486,780,nano,11.51,Finance & Investment,Josh,English,Hyderabad,62.9,23.7,13.3,35.9,64.1,2,1,50.0,4.04,False,2947.5210718394487,4.099326542407837,85.2,2023-09-16T00:00:00
IN_CR_11487,Creator_11487,500,nano,15.19,News & Current Affairs,"Instagram,TikTok (historical),Twitter",Hindi,Jaipur,71.4,70.3,0.0,56.3,43.7,5,2,40.0,3.38,False,72677.44583894136,10.953857545005832,52.6,2025-01-31T00:00:00
IN_CR_11488,Creator_11488,4778,nano,3.32,Gaming,Josh,Telugu,Kolkata,43.1,22.2,34.6,7.7,92.3,7,5,71.4,4.01,True,15077.723481128676,19.635095821675918,80.9,2023-12-17T00:00:00
IN_CR_11489,Creator_11489,29472,micro,1.9,"Fashion & Lifestyle,Gaming","Instagram,Twitter",English,Ahmedabad,73.3,57.3,0.0,67.0,33.0,6,4,66.7,4.03,False,5217.953775383301,6.943740200358957,75.7,2024-01-22T00:00:00
IN_CR_11490,Creator_11490,3008,nano,10.26,Fashion & Lifestyle,Twitter,English,Mumbai,60.8,43.8,0.0,69.4,30.6,5,4,80.0,4.24,False,111434.03311373017,1.114241307877436,82.8,2024-12-10T00:00:00
IN_CR_11491,Creator_11491,60223,mid,12.87,"Technology & Gadgets,Regional Content,Devotional & Spirituality","Moj,TikTok (historical),Chingari",Hindi,Pune,60.0,61.5,0.0,23.4,76.6,7,4,57.1,3.71,False,1073.8925090816451,4.656255872499203,69.5,2023-12-20T00:00:00
IN_CR_11492,Creator_11492,10465,micro,18.56,News & Current Affairs,"Twitter,Josh",English,Delhi,38.4,49.4,12.3,80.4,19.6,6,3,50.0,4.45,False,14892.883678173363,27.971142438800435,65.9,2023-06-19T00:00:00
IN_CR_11493,Creator_11493,17592,micro,8.7,Finance & Investment,"Instagram,Josh,Twitter,Facebook",English,Chandigarh,64.3,37.9,0.0,51.1,48.9,3,2,66.7,3.66,True,70512.58424146248,0.8198486991718457,86.5,2024-12-19T00:00:00
IN_CR_11494,Creator_11494,21991,micro,15.84,"Devotional & Spirituality,Fashion & Lifestyle","Instagram,YouTube",Hindi,Pune,42.7,48.8,8.5,85.7,14.3,6,5,83.3,4.16,True,23756.719552264884,45.540871184875954,90.2,2024-04-14T00:00:00
IN_CR_11495,Creator_11495,500,nano,12.16,Gaming,"Moj,Twitter",Hindi,Pune,59.6,52.6,0.0,20.2,79.8,5,4,80.0,3.74,False,6709.954461564357,24.173595155981946,85.3,2024-12-03T00:00:00
IN_CR_11496,Creator_11496,500,nano,6.18,"Technology & Gadgets,Education & Skills","ShareChat,Moj,Josh",Hindi,Chandigarh,57.1,37.3,5.6,12.5,87.5,0,0,0.0,4.41,False,0.0,9.34550936335358,69.9,2024-05-02T00:00:00
IN_CR_11497,Creator_11497,3553,nano,13.48,Food & Cooking,"Moj,Instagram,ShareChat,LinkedIn",Hindi,Chandigarh,57.0,49.3,0.0,54.7,45.3,6,4,66.7,2.83,False,28334.917127841007,0.008125988504175506,79.7,2024-04-08T00:00:00
IN_CR_11498,Creator_11498,1058,nano,11.08,Regional Content,"Moj,TikTok (historical)",Hindi,Hyderabad,72.0,55.9,0.0,65.9,34.1,4,3,75.0,3.0,True,15612.332503330435,18.003307336341596,75.6,2024-03-18T00:00:00
IN_CR_11499,Creator_11499,171062,mid,6.42,"Sports & Cricket,Fashion & Lifestyle,Food & Cooking",Instagram,English,Lucknow,59.9,52.8,0.0,64.0,36.0,4,3,75.0,4.81,False,3610.9453042814985,6.44457527351838,76.6,2025-07-14T00:00:00
IN_CR_11500,Creator_11500,500,nano,13.54,Health & Fitness,"Twitter,YouTube,LinkedIn,Moj",Hindi,Ahmedabad,75.8,53.5,0.0,55.7,44.3,6,5,83.3,4.24,False,23435.82941293629,31.16739074666245,90.2,2023-09-11T00:00:00
IN_CR_11501,Creator_11501,5894,nano,8.24,"Food & Cooking,Travel & Tourism,Music & Dance","Twitter,Moj",English,Pune,32.6,34.0,33.4,78.8,21.2,4,3,75.0,3.66,False,2580.9686754502864,9.905187052407271,94.2,2023-09-27T00:00:00
IN_CR_11502,Creator_11502,500,nano,10.71,"Technology & Gadgets,Travel & Tourism,Finance & Investment",Moj,English,Kochi,80.1,61.4,0.0,31.6,68.4,3,2,66.7,3.77,False,36045.05643279947,4.966449340905901,92.1,2023-08-03T00:00:00
IN_CR_11503,Creator_11503,563,nano,2.16,"Sports & Cricket,Music & Dance,Education & Skills","Moj,Facebook",Hindi,Jaipur,66.4,32.3,1.3,52.5,47.5,3,2,66.7,3.63,True,16864.58016564426,18.39522299119374,82.3,2024-12-07T00:00:00
IN_CR_11504,Creator_11504,2006,nano,14.91,"Health & Fitness,Entertainment & Comedy,Sports & Cricket",ShareChat,English,Bangalore,67.0,71.2,0.0,67.0,33.0,5,4,80.0,4.76,False,27622.755908908613,17.500818189093174,95.1,2025-04-26T00:00:00
IN_CR_11505,Creator_11505,500,nano,16.21,Beauty & Makeup,YouTube,English,Kolkata,54.1,54.5,0.0,58.5,41.5,1,0,0.0,4.31,False,0.0,5.346721868079909,61.7,2025-10-14T00:00:00
IN_CR_11506,Creator_11506,70701,mid,7.82,"Beauty & Makeup,Fashion & Lifestyle","Facebook,Josh",Tamil,Chennai,69.5,51.1,0.0,57.2,42.8,4,3,75.0,3.34,True,19170.032045836342,3.8844388389953624,85.6,2022-12-18T00:00:00
IN_CR_11507,Creator_11507,500,nano,7.16,Fashion & Lifestyle,"Facebook,Moj,Instagram",English,Chandigarh,44.7,67.1,0.0,91.0,9.0,3,2,66.7,3.24,True,1617.2369557574889,7.7850277860005015,85.9,2023-07-04T00:00:00
IN_CR_11508,Creator_11508,9211,nano,13.84,Sports & Cricket,"Twitter,Moj,Josh",Tamil,Delhi,47.5,26.4,26.1,52.7,47.3,4,3,75.0,3.54,True,9642.929693787473,20.849331380817564,90.4,2022-11-28T00:00:00
IN_CR_11509,Creator_11509,500,nano,11.5,"Regional Content,Entertainment & Comedy,Devotional & Spirituality",Twitter,Hindi,Lucknow,83.0,23.7,0.0,31.1,68.9,5,4,80.0,4.8,False,83785.89393004896,2.8463314416189904,95.6,2023-12-04T00:00:00
IN_CR_11510,Creator_11510,2191,nano,5.71,Music & Dance,Facebook,Hindi,Ahmedabad,80.9,51.6,0.0,72.1,27.9,7,6,85.7,3.48,False,2842.4905578312437,17.648649922006815,90.6,2025-06-14T00:00:00
IN_CR_11511,Creator_11511,408527,mid,6.87,"Travel & Tourism,Music & Dance","Chingari,ShareChat",Telugu,Kochi,47.3,23.5,29.2,31.2,68.8,7,5,71.4,4.5,False,22073.1125730216,8.630618022466098,72.4,2024-04-13T00:00:00
IN_CR_11512,Creator_11512,500,nano,12.72,Education & Skills,Moj,Hindi,Pune,44.3,35.4,20.3,60.1,39.9,6,4,66.7,3.77,False,320672.9330290396,10.46915930787688,80.1,2024-01-26T00:00:00
IN_CR_11513,Creator_11513,5513,nano,11.0,Finance & Investment,"Twitter,Moj,ShareChat",English,Delhi,91.2,59.9,0.0,49.9,50.1,6,4,66.7,4.32,True,22288.532352453476,1.825332333796455,68.2,2024-09-17T00:00:00
IN_CR_11514,Creator_11514,4629,nano,16.39,"Travel & Tourism,Sports & Cricket,Education & Skills",Chingari,English,Lucknow,53.5,68.0,0.0,30.6,69.4,13,11,84.6,4.22,True,10455.422181122058,20.871529709694627,91.0,2024-08-17T00:00:00
IN_CR_11515,Creator_11515,500,nano,15.34,Education & Skills,"LinkedIn,ShareChat",English,Kochi,67.8,37.4,0.0,51.2,48.8,7,6,85.7,3.39,False,1041.3123442515453,27.08290619079858,87.0,2025-02-04T00:00:00
IN_CR_11516,Creator_11516,544,nano,13.55,Finance & Investment,"ShareChat,Facebook",Tamil,Mumbai,53.7,92.0,0.0,37.7,62.3,5,3,60.0,3.66,False,16117.164135505713,4.452196557370048,60.2,2024-09-02T00:00:00
IN_CR_11517,Creator_11517,3118,nano,15.61,Technology & Gadgets,"Josh,Chingari",Hindi,Lucknow,95.3,52.7,0.0,12.4,87.6,8,6,75.0,4.73,False,2023231.6480309386,19.760725904595333,83.6,2023-01-22T00:00:00
IN_CR_11518,Creator_11518,939,nano,3.32,Music & Dance,"Facebook,TikTok (historical),Moj",Kannada,Chandigarh,48.6,32.7,18.8,39.7,60.3,5,4,80.0,3.33,True,1685.721458128371,3.183241222479424,85.4,2024-12-30T00:00:00
IN_CR_11519,Creator_11519,215903,mid,8.21,"Finance & Investment,Fashion & Lifestyle,Health & Fitness","ShareChat,Instagram,Chingari",English,Jaipur,70.9,57.4,0.0,70.1,29.9,7,5,71.4,3.73,False,15278.080971397385,9.633852001160566,78.2,2024-03-29T00:00:00
IN_CR_11520,Creator_11520,25853,micro,9.69,Beauty & Makeup,"Chingari,LinkedIn",English,Pune,51.9,72.0,0.0,70.2,29.8,4,3,75.0,4.44,False,3559.990601214603,37.452929287313616,88.9,2024-10-09T00:00:00
IN_CR_11521,Creator_11521,34766,micro,7.34,"Travel & Tourism,Education & Skills","LinkedIn,Instagram,Twitter",Hindi,Bangalore,65.4,50.8,0.0,69.8,30.2,5,4,80.0,3.75,False,31242.99078895452,21.52175155750841,90.4,2024-06-09T00:00:00
IN_CR_11522,Creator_11522,16444,micro,18.76,Gaming,"YouTube,ShareChat",Hindi,Mumbai,80.2,83.2,0.0,40.9,59.1,3,2,66.7,4.2,True,33677.87793448241,9.323511320255736,97.3,2025-08-24T00:00:00
IN_CR_11523,Creator_11523,4648,nano,12.79,Sports & Cricket,"ShareChat,Instagram,Josh,Chingari",English,Mumbai,36.0,50.6,13.4,74.0,26.0,3,2,66.7,3.17,True,139.7891679819929,7.3022926217670285,95.8,2023-05-31T00:00:00
IN_CR_11524,Creator_11524,8351,nano,13.25,Health & Fitness,"ShareChat,Moj,Josh",Hindi,Chandigarh,35.8,57.6,6.6,36.0,64.0,4,3,75.0,4.77,False,15533.314011153285,4.484342502789392,87.4,2024-03-22T00:00:00
IN_CR_11525,Creator_11525,56850,mid,14.34,"News & Current Affairs,Finance & Investment",ShareChat,English,Kolkata,47.3,55.4,0.0,39.5,60.5,5,4,80.0,2.89,False,20011.09743396429,16.181023914116086,88.7,2024-03-04T00:00:00
IN_CR_11526,Creator_11526,1024,nano,8.05,"Travel & Tourism,Technology & Gadgets","LinkedIn,Moj",English,Kolkata,40.6,31.9,27.4,42.9,57.1,6,5,83.3,4.28,False,1867.555444257996,1.2040068233507617,96.1,2022-12-21T00:00:00
IN_CR_11527,Creator_11527,918,nano,19.14,News & Current Affairs,"YouTube,Chingari",Bengali,Delhi,79.9,17.9,2.2,29.2,70.8,2,1,50.0,4.72,False,294.0390338985835,5.967903687559183,57.7,2022-11-15T00:00:00
IN_CR_11528,Creator_11528,1521,nano,21.83,News & Current Affairs,"ShareChat,TikTok (historical),Instagram,YouTube",English,Chandigarh,51.9,33.4,14.6,52.2,47.8,3,2,66.7,4.13,False,14590.628146142672,4.636835765415039,76.9,2024-09-13T00:00:00
IN_CR_11529,Creator_11529,109264,mid,15.94,"Travel & Tourism,Sports & Cricket","Twitter,Instagram,Moj",Marathi,Bangalore,57.9,58.2,0.0,54.1,45.9,6,5,83.3,3.41,False,34199.27231978083,45.7276800425216,93.2,2025-03-25T00:00:00
IN_CR_11530,Creator_11530,500,nano,15.72,"Education & Skills,Beauty & Makeup",ShareChat,English,Kochi,71.9,17.6,10.5,45.3,54.7,8,5,62.5,4.73,True,48695.40723659769,1.0037932166811026,67.0,2023-07-29T00:00:00
IN_CR_11531,Creator_11531,94637,mid,9.44,"Sports & Cricket,Health & Fitness","TikTok (historical),Instagram",Hindi,Delhi,79.2,56.5,0.0,60.5,39.5,3,2,66.7,4.0,False,9988.319095369532,6.492973145011892,93.5,2025-01-05T00:00:00
IN_CR_11532,Creator_11532,10954,micro,10.56,"Music & Dance,Beauty & Makeup","Moj,TikTok (historical)",Hindi,Lucknow,63.0,35.2,1.8,60.0,40.0,8,6,75.0,3.43,False,8185.532838659937,5.0788175596360805,84.3,2025-02-19T00:00:00
IN_CR_11533,Creator_11533,3454,nano,9.66,"Beauty & Makeup,Entertainment & Comedy","TikTok (historical),Josh,Instagram,YouTube",Hindi,Ahmedabad,65.0,63.1,0.0,77.0,23.0,5,3,60.0,4.77,True,128412.53662148333,0.6359738323086203,71.6,2022-12-16T00:00:00
IN_CR_11534,Creator_11534,5509,nano,12.89,"Education & Skills,News & Current Affairs","Twitter,YouTube,TikTok (historical)",Hindi,Lucknow,75.2,46.9,0.0,37.1,62.9,4,3,75.0,4.64,False,3661.0904879536633,13.237440543536287,83.7,2022-12-10T00:00:00
IN_CR_11535,Creator_11535,9179,nano,9.14,"Fashion & Lifestyle,Music & Dance","Facebook,YouTube",Hindi,Ahmedabad,40.8,58.3,0.9,67.3,32.7,5,4,80.0,4.45,False,22409.431659371025,12.11754442104948,96.2,2025-07-19T00:00:00
IN_CR_11536,Creator_11536,8801,nano,10.56,"Technology & Gadgets,Education & Skills",Moj,Hindi,Lucknow,66.7,11.8,21.5,21.1,78.9,3,2,66.7,4.14,False,261.27310425348406,8.929786277681604,86.2,2025-10-06T00:00:00
IN_CR_11537,Creator_11537,26303,micro,21.61,"Music & Dance,Food & Cooking","Josh,LinkedIn,Instagram",English,Delhi,56.5,31.0,12.5,39.4,60.6,6,3,50.0,4.22,True,790.9829723333552,6.461124548882088,52.1,2023-05-22T00:00:00
IN_CR_11538,Creator_11538,29381,micro,8.49,"Devotional & Spirituality,Gaming,Fashion & Lifestyle",LinkedIn,Hindi,Delhi,64.8,32.3,2.9,73.3,26.7,6,5,83.3,2.92,False,189868.88984770904,20.15977829379244,92.7,2025-10-02T00:00:00
IN_CR_11539,Creator_11539,154596,mid,6.6,"Entertainment & Comedy,Beauty & Makeup",Twitter,Hindi,Jaipur,52.0,69.8,0.0,84.2,15.8,8,7,87.5,2.8,False,59801.31378768513,16.640887632627557,90.7,2024-10-11T00:00:00
IN_CR_11540,Creator_11540,3616,nano,13.97,Regional Content,"ShareChat,YouTube",Telugu,Kochi,75.9,47.3,0.0,54.5,45.5,4,3,75.0,4.67,False,1383.1995789546877,6.726777124743851,97.5,2025-04-19T00:00:00
IN_CR_11541,Creator_11541,5495,nano,22.0,Technology & Gadgets,"Facebook,ShareChat",Hindi,Lucknow,49.2,57.2,0.0,31.2,68.8,2,1,50.0,4.58,False,198.95774123136607,4.797812237873337,95.7,2024-06-19T00:00:00
IN_CR_11542,Creator_11542,500,nano,15.98,Travel & Tourism,"Josh,ShareChat",Hindi,Bangalore,71.7,71.4,0.0,31.8,68.2,1,0,0.0,4.26,False,0.0,9.062966338201754,80.8,2025-01-04T00:00:00
IN_CR_11543,Creator_11543,5019,nano,16.65,Entertainment & Comedy,"Chingari,Josh,ShareChat",English,Pune,70.3,65.8,0.0,44.9,55.1,2,1,50.0,4.96,False,18059.43527823973,2.716170149495837,96.5,2023-10-25T00:00:00
IN_CR_11544,Creator_11544,500,nano,19.07,Gaming,"Facebook,Twitter",Marathi,Ahmedabad,42.7,62.4,0.0,43.6,56.4,4,3,75.0,3.82,False,590.2047699023474,1.4105716451367587,77.1,2023-02-15T00:00:00
IN_CR_11545,Creator_11545,4031,nano,34.94,"Travel & Tourism,Food & Cooking",ShareChat,English,Bangalore,72.7,53.0,0.0,68.4,31.6,9,5,55.6,3.45,True,11635.916242421381,14.667111629707463,65.7,2023-01-24T00:00:00
IN_CR_11546,Creator_11546,1480,nano,19.32,"Food & Cooking,Education & Skills",Facebook,English,Ahmedabad,59.1,55.5,0.0,56.2,43.8,4,3,75.0,3.55,False,43393.558507580434,25.848271187006425,83.1,2025-10-03T00:00:00
IN_CR_11547,Creator_11547,1857,nano,17.87,Music & Dance,Facebook,Hindi,Delhi,66.2,23.1,10.6,57.9,42.1,3,2,66.7,2.49,True,4637.822937085978,1.8977006525454536,92.2,2023-09-25T00:00:00
IN_CR_11548,Creator_11548,500,nano,9.56,Travel & Tourism,"Chingari,ShareChat",Hindi,Kolkata,65.0,45.6,0.0,44.3,55.7,8,7,87.5,4.48,False,686.512809030824,0.8761688169161495,89.5,2023-07-02T00:00:00
IN_CR_11549,Creator_11549,3335,nano,19.58,Sports & Cricket,"Moj,Josh,Chingari",English,Chandigarh,62.7,44.6,0.0,49.8,50.2,4,3,75.0,4.88,False,5979.171090881538,23.843513374054545,79.4,2023-06-11T00:00:00
IN_CR_11550,Creator_11550,2054,nano,11.96,Beauty & Makeup,"Twitter,TikTok (historical)",Hindi,Hyderabad,67.2,58.7,0.0,88.1,11.9,4,3,75.0,4.52,True,13897.775238778437,19.97446119769011,83.7,2024-12-16T00:00:00
IN_CR_11551,Creator_11551,4153,nano,16.61,"Regional Content,Travel & Tourism,Technology & Gadgets",Chingari,English,Pune,35.9,65.6,0.0,17.4,82.6,5,3,60.0,4.31,False,18661.995064248087,3.6299535527402806,63.7,2024-04-01T00:00:00
IN_CR_11552,Creator_11552,500,nano,5.65,Travel & Tourism,"Twitter,TikTok (historical)",Bengali,Chandigarh,68.1,69.3,0.0,46.7,53.3,7,6,85.7,4.81,False,23309.49461071271,39.549842139687975,92.7,2024-09-21T00:00:00
IN_CR_11553,Creator_11553,4985,nano,6.6,"Education & Skills,News & Current Affairs,Regional Content",Twitter,Hindi,Lucknow,76.0,55.6,0.0,54.0,46.0,4,3,75.0,4.43,False,14610.375058062378,12.604908936224673,84.8,2025-08-22T00:00:00
IN_CR_11554,Creator_11554,147373,mid,8.86,"Beauty & Makeup,Devotional & Spirituality","Twitter,Chingari",English,Ahmedabad,31.3,36.8,31.9,60.7,39.3,5,3,60.0,3.14,False,11693.285658868503,3.168461274486358,78.5,2025-02-25T00:00:00
IN_CR_11555,Creator_11555,2938,nano,12.8,"Sports & Cricket,Travel & Tourism",ShareChat,English,Lucknow,36.1,36.4,27.4,40.6,59.4,5,4,80.0,3.08,False,3541.008226145812,48.87063135246011,88.3,2024-01-13T00:00:00
IN_CR_11556,Creator_11556,23274,micro,5.58,News & Current Affairs,"Josh,Instagram",Hindi,Ahmedabad,58.9,12.5,28.6,73.4,26.6,4,3,75.0,4.43,True,20136.608942840292,28.497169485794885,76.8,2023-03-17T00:00:00
IN_CR_11557,Creator_11557,8627,nano,10.78,Food & Cooking,YouTube,English,Kochi,90.2,45.2,0.0,41.1,58.9,2,1,50.0,4.28,False,1690.3444178788147,2.6973960860770845,86.9,2024-11-17T00:00:00
IN_CR_11558,Creator_11558,1065,nano,7.87,"Music & Dance,Devotional & Spirituality","Josh,Twitter",Hindi,Ahmedabad,48.5,31.9,19.6,45.9,54.1,5,4,80.0,4.29,False,23852.063981638345,3.7293396122247793,88.0,2022-11-30T00:00:00
IN_CR_11559,Creator_11559,3233,nano,16.61,"Music & Dance,Regional Content,Gaming","Chingari,Twitter,Instagram,ShareChat",English,Delhi,33.4,44.6,22.0,31.1,68.9,3,2,66.7,2.79,False,937.5984435966205,4.938189759349818,89.5,2024-01-04T00:00:00
IN_CR_11560,Creator_11560,3850,nano,12.85,"Sports & Cricket,Health & Fitness,Devotional & Spirituality",Twitter,English,Mumbai,52.2,36.5,11.3,60.2,39.8,3,2,66.7,3.75,False,29513.917664109995,19.116999082796564,85.9,2025-08-21T00:00:00
IN_CR_11561,Creator_11561,500,nano,19.25,News & Current Affairs,Instagram,Hindi,Kolkata,68.6,56.2,0.0,32.4,67.6,6,5,83.3,4.61,False,14422.791941570611,4.422713273343999,96.9,2023-01-31T00:00:00
IN_CR_11562,Creator_11562,1392,nano,25.71,Music & Dance,"Moj,Facebook",Marathi,Delhi,72.6,69.8,0.0,26.6,73.4,10,9,90.0,3.26,False,33818.26405984418,2.3285632789304875,93.9,2023-02-21T00:00:00
IN_CR_11563,Creator_11563,42124,micro,4.34,Technology & Gadgets,TikTok (historical),Hindi,Chandigarh,53.0,73.7,0.0,29.7,70.3,9,7,77.8,3.97,False,274451.5602372386,4.231626923348294,80.3,2023-01-24T00:00:00
IN_CR_11564,Creator_11564,1574,nano,13.04,Food & Cooking,"TikTok (historical),YouTube",English,Ahmedabad,71.6,27.5,0.9,76.8,23.2,2,1,50.0,3.65,False,46058.42614481558,29.89244573531466,76.7,2024-08-23T00:00:00
IN_CR_11565,Creator_11565,26935,micro,16.57,Finance & Investment,"YouTube,LinkedIn,Facebook",Hindi,Jaipur,52.0,66.3,0.0,63.2,36.8,1,0,0.0,4.66,False,0.0,0.2469230389082289,98.4,2024-01-11T00:00:00
IN_CR_11566,Creator_11566,7834,nano,7.95,"Fashion & Lifestyle,Education & Skills","Twitter,LinkedIn",English,Bangalore,77.1,13.3,9.6,79.9,20.1,2,1,50.0,4.25,False,7293.137336090338,18.706439759817258,94.0,2025-01-08T00:00:00
IN_CR_11567,Creator_11567,12741,micro,8.49,"Food & Cooking,Entertainment & Comedy","TikTok (historical),Chingari,Twitter",Marathi,Bangalore,43.9,54.0,2.0,25.5,74.5,5,4,80.0,3.73,False,101343.19721244037,13.305163460445662,80.7,2025-03-09T00:00:00
IN_CR_11568,Creator_11568,1677,nano,14.5,Education & Skills,"Chingari,YouTube,Instagram",Hindi,Jaipur,51.0,39.4,9.6,33.6,66.4,4,3,75.0,3.91,False,1030.7275639605864,5.5209648453352775,83.5,2022-11-15T00:00:00
IN_CR_11569,Creator_11569,43171,micro,32.9,"Entertainment & Comedy,Travel & Tourism,Gaming","LinkedIn,Chingari",English,Jaipur,36.0,53.0,11.0,18.9,81.1,4,3,75.0,3.58,False,424.39246671594213,1.2677794969655625,89.1,2023-12-06T00:00:00
IN_CR_11570,Creator_11570,2003,nano,24.05,"Travel & Tourism,Music & Dance,Regional Content","ShareChat,Instagram",Tamil,Mumbai,64.0,44.6,0.0,49.5,50.5,2,1,50.0,3.38,True,27534.01071440278,6.1168474778628035,92.2,2023-10-11T00:00:00
IN_CR_11571,Creator_11571,3604,nano,5.3,News & Current Affairs,"Facebook,LinkedIn",Kannada,Bangalore,48.2,36.7,15.1,41.7,58.3,6,5,83.3,4.22,False,193827.88147728,7.58575491737091,89.6,2025-03-30T00:00:00
IN_CR_11572,Creator_11572,4554,nano,13.09,Fashion & Lifestyle,"ShareChat,Twitter",Telugu,Chandigarh,71.8,51.9,0.0,56.2,43.8,10,9,90.0,4.71,False,447980.06582077866,1.8257317051958641,91.2,2025-02-03T00:00:00
IN_CR_11573,Creator_11573,372307,mid,3.8,"Music & Dance,Education & Skills",LinkedIn,Hindi,Kolkata,73.2,71.0,0.0,47.7,52.3,9,8,88.9,4.35,False,76319.84116401344,2.7976666670965673,97.3,2023-03-25T00:00:00
IN_CR_11574,Creator_11574,65353,mid,11.18,"Finance & Investment,Gaming","Twitter,ShareChat,Facebook",Tamil,Lucknow,65.5,35.9,0.0,11.6,88.4,6,4,66.7,4.33,False,29323.10417333964,21.127266058794156,76.4,2023-11-28T00:00:00
IN_CR_11575,Creator_11575,500,nano,6.47,"Fashion & Lifestyle,Finance & Investment",LinkedIn,Hindi,Chennai,59.4,30.0,10.6,70.8,29.2,5,4,80.0,4.01,False,3681.0297607968873,26.942228011321827,80.2,2023-05-06T00:00:00
IN_CR_11576,Creator_11576,10096,micro,19.1,"Entertainment & Comedy,Music & Dance,Health & Fitness",ShareChat,Tamil,Hyderabad,61.2,40.9,0.0,31.2,68.8,1,0,0.0,3.55,False,0.0,27.026664686886527,92.1,2025-05-28T00:00:00
IN_CR_11577,Creator_11577,685,nano,9.23,"Food & Cooking,Devotional & Spirituality,News & Current Affairs",Facebook,Hindi,Kolkata,89.8,62.7,0.0,58.3,41.7,7,5,71.4,4.75,False,80336.72521806238,15.778755214804228,73.6,2023-05-12T00:00:00
IN_CR_11578,Creator_11578,11980,micro,5.66,News & Current Affairs,"LinkedIn,Twitter,YouTube",English,Kolkata,61.0,36.2,2.8,67.6,32.4,3,2,66.7,4.57,False,60756.34594853576,1.603208513687439,90.7,2023-06-22T00:00:00
IN_CR_11579,Creator_11579,518,nano,5.65,"Beauty & Makeup,Devotional & Spirituality",Josh,English,Ahmedabad,56.4,47.7,0.0,60.2,39.8,6,5,83.3,2.93,False,4292.514314806066,21.281273682436925,89.9,2024-04-30T00:00:00
IN_CR_11580,Creator_11580,129178,mid,14.5,Health & Fitness,"Facebook,YouTube,LinkedIn",Malayalam,Lucknow,85.9,46.1,0.0,59.1,40.9,7,5,71.4,3.91,True,7326.825388083012,28.188592751654426,75.9,2023-08-08T00:00:00
IN_CR_11581,Creator_11581,1737,nano,6.51,"Devotional & Spirituality,Music & Dance","Chingari,Facebook,Josh,Moj",Hindi,Delhi,85.6,41.3,0.0,51.6,48.4,8,7,87.5,4.11,False,265812.12258929474,4.2890433699169,93.8,2024-10-02T00:00:00
IN_CR_11582,Creator_11582,500,nano,27.8,Health & Fitness,Twitter,English,Ahmedabad,55.8,33.7,10.5,49.8,50.2,5,3,60.0,2.83,False,54955.60791690714,29.298048065694267,78.9,2024-10-07T00:00:00
IN_CR_11583,Creator_11583,876,nano,4.57,"Health & Fitness,Fashion & Lifestyle","Chingari,ShareChat",English,Ahmedabad,46.4,45.7,7.9,67.2,32.8,4,3,75.0,4.43,True,3137.0374156619328,19.486040588147013,83.5,2024-11-15T00:00:00
IN_CR_11584,Creator_11584,875810,macro,3.2,Entertainment & Comedy,Instagram,English,Pune,49.9,55.1,0.0,57.5,42.5,12,11,91.7,4.27,True,48082.991338892716,11.634592455418646,98.2,2025-01-03T00:00:00
IN_CR_11585,Creator_11585,500,nano,13.27,"Health & Fitness,Music & Dance","LinkedIn,ShareChat",Hindi,Chennai,53.3,32.8,13.9,51.6,48.4,7,6,85.7,4.41,False,27498.399649195017,5.11706192061408,85.9,2024-11-12T00:00:00
IN_CR_11586,Creator_11586,7727,nano,9.43,"Fashion & Lifestyle,Food & Cooking,Gaming",ShareChat,Hindi,Lucknow,94.1,40.6,0.0,74.1,25.9,7,4,57.1,3.35,False,82435.96266526445,0.5333852463048945,69.5,2024-02-28T00:00:00
IN_CR_11587,Creator_11587,34619,micro,14.68,"Sports & Cricket,Devotional & Spirituality,News & Current Affairs","ShareChat,Moj,LinkedIn",English,Lucknow,39.2,58.1,2.7,38.2,61.8,5,4,80.0,4.86,False,80248.28556950451,18.913546499982644,90.9,2023-01-06T00:00:00
IN_CR_11588,Creator_11588,4533,nano,13.74,Beauty & Makeup,"Twitter,Facebook,Moj",Hindi,Chennai,72.0,59.0,0.0,83.5,16.5,7,6,85.7,3.72,False,45925.963833039204,23.824674349921388,93.9,2025-09-19T00:00:00
